SpecimenID,ShortID,SiteName,MicrositeID,Family,Genus,Species,SppCode,Epithey,Collector,Date.collected,Vegetative.Height,Canopy.W1,Canopy.W2,Max.Height,SA.Leaf1,SA.Leaf2,SA.Leaf3,Stem.Volume,Stem.Biomass,SSD,Biomass.Leaf1,Biomass.Leaf2,Biomass.Leaf3,SLA.Leaf1,SLA.Leaf2,SLA.Leaf3,Root.Biomass,Root.Length,Root.AvgDiam,Root.Volume,SRL,RTD,Soil.pH,pH.Temp,pH.SoilWeight,CN.sampleID,N.shoot,C.shoot,N.root,C.root,flag,Notes,,,,,,,
Matth-2-SonArv-3-CB-19,19-141,Mat,2,Asteraceae,Sonchus,Sonchus arvensis,Son arv,Sonarv,2,10-Jul-19,9.8,17.4,6.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.085,10.1309,0.4164,0.014,4858.94484,148.928571,7.06,22.7,10.009,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrCri-1-CB-19,19-146,Kin,1,Poaceae,Agropyron,Agropyron cristatum,Agr cri,Agrcri,2,14-Jul-19,24.9,28.4,2.5,24.9,NA,NA,NA,0.2,33.905,169.525,NA,NA,NA,NA,NA,NA,20.695,118.4919,0.2202,0.045,5725.62938,459.888889,6.48,21.7,10.007,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrCri-2-CB-19,19-147,Kin,1,Poaceae,Agropyron,Agropyron cristatum,Agr cri,Agrcri,2,12-Jul-19,36.4,1.6,1.4,36.4,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,30.365,55.6249,0.3164,0.044,1831.87552,690.113636,NA,NA,9.999,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrDas-1-CB-19,19-148,Kin,1,Poaceae,Agropyron,Agropyron dasystachyum,Agr das,Agrdas,2,11-Jul-19,34.6,4.8,1.1,34.6,NA,NA,NA,0.2,36.57,182.85,NA,NA,NA,NA,NA,NA,7.25,732.634,0.1588,0.145,101052.966,50,6.32,23,10.001,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrDas-2-CB-19,19-149,Kin,1,Poaceae,Agropyron,Agropyron dasystachyum,Agr das,Agrdas,2,13-Jul-19,35.8,7.8,6.9,75.4,NA,NA,NA,0.2,76.545,382.725,NA,NA,NA,NA,NA,NA,271.555,1413.9512,0.2447,0.665,5206.86859,408.353384,7.92,22.5,10.008,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrDas-3-CB-19,19-150,Kin,1,Poaceae,Agropyron,Agropyron dasystachyum,Agr das,Agrdas,2,13-Jul-19,25.6,10.4,8.1,51.1,NA,NA,NA,0.2,56.03,280.15,NA,NA,NA,NA,NA,NA,195.88,1150.6917,0.2374,0.509,5874.47264,384.833006,6.32,22.6,10.001,,NA,NA,NA,NA,NA,Disturbed area CB all neighbours removed plot 4,,,,,,,
Kin-1-AgrGla-1-CB-19,19-151,Kin,1,Asteraceae,Agroseris,Agroseris glauca,Agr gla,Agrgla,2,13-Jul-19,23.6,15.2,4.8,40.6,NA,NA,NA,0.2,82.78,413.9,NA,NA,NA,NA,NA,NA,5.115,9.1434,0.4871,0.017,1787.56598,300.882353,6.2,23.1,10.001,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrGla-2-CB-19,19-152,Kin,1,Asteraceae,Agroseris,Agroseris glauca,Agr gla,Agrgla,2,15-Jul-19,17.6,22.8,12.5,17.6,NA,NA,NA,0.6,43.65,72.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AgrSca-1-CB-19,19-153,Kin,1,Poaceae,Agrostis,Agrostis scabra,Agr sca,Agrsca,2,12-Jul-19,13.9,13.9,10.2,39.1,NA,NA,NA,0.1,16.11,161.1,NA,NA,NA,NA,NA,NA,132.08,2101.3328,0.1652,0.45,15909.5457,293.511111,5.83,23.2,9.996,,NA,NA,NA,NA,NA,"in disturbed area, CB removed plot 5",,,,,,,
Kin-1-AliTex-1-CB-19,19-154,Kin,1,Amaryllidaceae,Allium,Allium textile,All tex,Alltex,2,12-Jul-19,16.3,12.5,0.1,17.4,NA,NA,NA,0.1,10.365,103.65,NA,NA,NA,NA,NA,NA,1.91,NA,NA,NA,NA,NA,6.58,22,10.005,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AliTex-2-CB-19,19-155,Kin,1,Amaryllidaceae,Allium,Allium textile,All tex,Alltex,2,13-Jul-19,15.6,10.9,3.4,15.6,NA,NA,NA,0.1,9.86,98.6,NA,NA,NA,NA,NA,NA,1.805,27.0453,0.2261,0.011,14983.5457,164.090909,5.68,23.3,10.002,,NA,NA,NA,NA,NA,Only 1 leaf,,,,,,,
Kin-1-AliTex-3-CB-19,19-156,Kin,1,Amaryllidaceae,Allium,Allium textile,All tex,Alltex,2,13-Jul-19,21.2,2.6,0.7,21.2,NA,NA,NA,0.1,9.46,94.6,NA,NA,NA,NA,NA,NA,8.04,60.7702,0.2431,0.028,7558.48259,287.142857,6.11,22.2,10.005,,NA,NA,NA,NA,NA,Only 2 leaves,,,,,,,
Kin-1-AliTex-4-CB-19,19-157,Kin,1,Amaryllidaceae,Allium,Allium textile,All tex,Alltex,2,13-Jul-19,13.2,14.6,2.2,13.2,NA,NA,NA,0.1,9.605,96.05,NA,NA,NA,NA,NA,NA,NA,59.994,0.3038,0.043,NA,NA,6.16,23.3,10,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AndSep-1-CB-19,19-158,Kin,1,Primulaceae,Androsace,Androsace septentrionalis,And sep,Andsep,2,12-Jul-19,0.4,2.7,2.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39,67.4872,0.1627,0.014,6495.39942,742.142857,6.02,22.9,9.997,,NA,NA,NA,NA,NA,"In a disturbed area, CB removal plot 5",,,,,,,
Kin-1-AndSep-2-CB-19,19-159,Kin,1,Primulaceae,Androsace,Androsace septentrionalis,And sep,Andsep,2,13-Jul-19,1.4,3.6,2.9,6.9,NA,NA,NA,0.1,2.84,28.4,NA,NA,NA,NA,NA,NA,6.67,164.4481,0.1184,0.018,24654.8876,370.555556,6.27,22.4,10.002,,NA,NA,NA,NA,NA,Disturbed area. CB removal plot 4,,,,,,,
Kin-2-AndSep-2-CB-19,19-160,Kin,2,Primulaceae,Androsace,Androsace septentrionalis,And sep,Andsep,2,15-Jul-19,0.9,1.9,1.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,23,9.988,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AntPar-1-CB-19,19-161,Kin,1,Asteraceae,Antennaria,Antennaria parvifolia,Ant par,Antmic,2,14-Jul-19,1.6,2.1,2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.215,34.3658,0.4097,0.045,1137.37548,671.444444,6.36,23.1,10.004,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AntNeg-1-CB-19,19-162,Kin,1,Asteraceae,Antennaria,Antennaria neglecta,Ant neg,Antneg,2,13-Jul-19,1.4,3.8,2.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.53,123.7596,0.2845,0.079,5493.10253,285.189873,6.7,23.1,10.001,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-AntNeg-2-CB-19,19-163,Kin,2,Asteraceae,Antennaria,Antennaria neglecta,Ant neg,Antneg,2,15-Jul-19,1.8,2.9,2.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.365,174.2111,0.2741,0.103,4540.88622,372.475728,6.81,22.7,10.006,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AraDiv-1-CB-19,19-164,Kin,1,Brassicaceae,Arabis,Arabis divaricarpa,Ara div,Aradiv,2,13-Jul-19,44.1,14.8,4.4,66.1,NA,NA,NA,0.3,123.36,411.2,NA,NA,NA,NA,NA,NA,18.64,152.2955,0.1685,0.034,8170.35944,548.235294,6.3,22.4,9.999,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AraDiv-2-CB-19,19-165,Kin,1,Brassicaceae,Arabis,Arabis divaricarpa,Ara div,Aradiv,2,13-Jul-19,15.4,7.3,2.4,46.6,NA,NA,NA,0.2,53.915,269.575,NA,NA,NA,NA,NA,NA,48.415,120.321,0.2468,0.058,2485.20087,834.741379,6.66,22.3,9.998,,NA,NA,NA,NA,NA,disturbed area. CB removal plot 4,,,,,,,
Kin-2-AraDiv-3-CB-19,19-166,Kin,2,Brassicaceae,Arabis,Arabis divaricarpa,Ara div,Aradiv,2,15-Jul-19,30.4,15.9,1.4,45.7,NA,NA,NA,0.2,57.69,288.45,NA,NA,NA,NA,NA,NA,NA,84.9884,0.2616,0.046,NA,NA,6.38,22.6,10.017,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-AraDiv-4-CB-19,19-167,Kin,2,Brassicaceae,Arabis,Arabis divaricarpa,Ara div,Aradiv,2,15-Jul-19,29.4,9.6,0.9,47.3,NA,NA,NA,0.2,64.68,323.4,NA,NA,NA,NA,NA,NA,12.39,160.5578,0.1572,0.031,12958.6602,399.677419,6.53,23,10.011,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AraHir-1-CB-19,19-168,Kin,1,Brassicaceae,Arabis,Arabis hirstuta,Ara hir,Arahir,2,13-Jul-19,31.4,9.8,2.6,58.6,NA,NA,NA,0.1,58.94,589.4,NA,NA,NA,NA,NA,NA,18.2,152.7006,0.1885,0.043,8390.14286,423.255814,6.52,22.8,10.013,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AraHir-2-CB-19,19-169,Kin,1,Brassicaceae,Arabis,Arabis hirstuta,Ara hir,Arahir,2,13-Jul-19,37.1,4.6,3.4,55.2,NA,NA,NA,0.4,169.475,423.6875,NA,NA,NA,NA,NA,NA,41.005,225.3773,0.2192,0.085,5496.33703,482.411765,5.81,23.2,10.002,,NA,NA,NA,NA,NA,"Disturbed area, CB removal plot 4",,,,,,,
Kin-1-AraHir-3-CB-19,19-170,Kin,1,Brassicaceae,Arabis,Arabis hirstuta,Ara hir,Arahir,2,13-Jul-19,24.4,14.6,3.6,42.9,NA,NA,NA,0.1,62.375,623.75,NA,NA,NA,NA,NA,NA,32.12,72.6226,0.244,0.034,2260.97758,944.705882,6.94,22.3,9.996,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-AraHir-4-CB-19,19-171,Kin,2,Brassicaceae,Arabis,Arabis hirstuta,Ara hir,Arahir,2,15-Jul-19,27.8,3.4,2.1,44.6,NA,NA,NA,0.1,50.455,504.55,NA,NA,NA,NA,NA,NA,22.215,67.9577,0.245,0.032,3059.0907,694.21875,8.01,22.8,10.006,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-AraHir-5-CB-19,19-172,Kin,2,Brassicaceae,Arabis,Arabis hirstuta,Ara hir,Arahir,2,15-Jul-19,41.6,14.1,1.2,63.4,NA,NA,NA,0.5,191.575,383.15,NA,NA,NA,NA,NA,NA,40.595,129.1147,0.2493,0.063,3180.55672,644.365079,6.95,21.7,10.007,,NA,NA,NA,NA,NA,Growing next to a rock,,,,,,,
Kin-1-AstAgr-1-CB-19,19-173,Kin,1,Fabaceae,Astragalus,Astragalus agrestis,Ast agr,Astagr,2,11-Jul-19,13.4,9.4,9.1,13.4,NA,NA,NA,0.1,11.565,115.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,21.8,10.003,,NA,NA,NA,NA,NA,NA roots,,,,,,,
Kin-1-AstFle-1-CB-19,19-174,Kin,1,Fabaceae,Astragalus,Astragalus flexuosus,Ast fle,Astfle,2,12-Jul-19,30.9,64.6,45.8,34.1,NA,NA,NA,0.3,62.585,208.616667,NA,NA,NA,NA,NA,NA,NA,928.0455,0.2077,0.315,NA,NA,6.69,22.5,9.998,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AstLax-1-CB-19,19-175,Kin,1,Fabaceae,Astragalus,Astragalus laxmannii,Ast lax,Astlax,2,11-Jul-19,29.6,54.3,24.9,35.3,NA,NA,NA,0.2,47.75,238.75,NA,NA,NA,NA,NA,NA,61.295,440.013,0.1935,0.129,7178.61163,475.155039,6.75,23.2,9.997,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AstLax-2-CB-19,19-176,Kin,1,Fabaceae,Astragalus,Astragalus laxmannii,Ast lax,Astlax,2,13-Jul-19,19.8,46.2,29.8,24.1,NA,NA,NA,0.2,68.665,343.325,NA,NA,NA,NA,NA,NA,78.175,76.2465,0.5045,0.152,975.330988,514.309211,6.71,22.2,9.996,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AveHoo-1-CB-19,19-177,Kin,1,Poaceae,Avenula,Avenula hookeri,Ave hoo,Helhoo,2,12-Jul-19,31.4,14.6,7.5,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.025,3532.1277,0.2268,1.428,5052.93473,489.513305,6.81,22.8,10.01,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AveHoo-2-CB-19,19-178,Kin,1,Poaceae,Avenula,Avenula hookeri,Ave hoo,Helhoo,2,13-Jul-19,27.4,10.4,8.3,51.5,NA,NA,NA,0.2,52.56,262.8,NA,NA,NA,NA,NA,NA,46.075,378.6441,0.1834,0.1,8217.99457,460.75,6.81,22.7,10.002,,NA,NA,NA,NA,NA,By an old cow patty,,,,,,,
Kin-1-AxyAma-1-CB-19,19-179,Kin,1,Amaranthaceae,Axyris,Axyris amaranthoides,Axy ama,Axyama,2,11-Jul-19,43.4,20.5,16.6,43.4,NA,NA,NA,1,194.98,194.98,NA,NA,NA,NA,NA,NA,9.78,96.2409,0.2066,0.032,9840.58282,305.625,5.7,23.3,NA,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-AxyAma-2-CB-19,19-180,Kin,1,Amaranthaceae,Axyris,Axyris amaranthoides,Axy ama,Axyama,2,13-Jul-19,27.4,8.7,6.4,27.4,NA,NA,NA,0.2,59.975,299.875,NA,NA,NA,NA,NA,NA,35.81,94.9241,0.2488,0.046,2650.77073,778.478261,6.47,23.3,10,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-BouGra-1-CB-19,19-181,Kin,1,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,2,13-Jul-19,9.4,5.6,2.4,25.3,NA,NA,NA,0.1,22.585,225.85,NA,NA,NA,NA,NA,NA,79.28,380.5125,0.2328,0.162,4799.60267,489.382716,6.26,20.9,10.011,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-BouGra-2-CB-19,19-182,Kin,1,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,2,13-Jul-19,17.8,14.8,3.2,17.8,NA,NA,NA,0.1,10.825,108.25,NA,NA,NA,NA,NA,NA,64.925,388.6349,0.1936,0.114,5985.90528,569.517544,7.07,22.9,10.002,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-BouGra-3-CB-19,19-183,Kin,2,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,2,15-Jul-19,12.4,8.4,4.9,13.1,NA,NA,NA,0.2,34.27,171.35,NA,NA,NA,NA,NA,NA,112.875,390.6317,0.2752,0.232,3460.74596,486.530172,7.03,22.5,10.004,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-BouGra-4-CB-19,19-184,Kin,2,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,2,15-Jul-19,7.8,7.6,5.4,19.1,NA,NA,NA,0.1,15.78,157.8,NA,NA,NA,NA,NA,NA,48.915,234.7442,0.2236,0.092,4799.0228,531.684783,6.49,21.9,10.012,,NA,NA,NA,NA,NA,"Hilltop, drier",,,,,,,
Kin-2-BouGra-5-CB-19,19-185,Kin,2,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,2,15-Jul-19,13.6,4.1,2.3,16.9,NA,NA,NA,0.1,24.71,247.1,NA,NA,NA,NA,NA,NA,127.955,645.5792,0.2181,0.241,5045.36126,530.93361,8.23,23.9,9.999,,NA,NA,NA,NA,NA,On old any mound,,,,,,,
Kin-1-CamRot-1-CB-19,19-186,Kin,1,Campanulaceae,Campanula,Campanula rotundifolia,Cam rot,Camrot,2,12-Jul-19,37.9,8.6,5.3,44.2,NA,NA,NA,0.2,40.995,204.975,NA,NA,NA,NA,NA,NA,28.925,24.5484,0.5341,0.055,848.691443,525.909091,6.57,21.8,9.998,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-CarSte-1-CB-19,19-187,Kin,1,Cyperaceae,Carex,Carex stenophylla,Car ste,Carspp,2,12-Jul-19,8.4,0.9,0.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.625,278.7791,0.195,0.083,9102.99102,368.975904,6.31,23.7,10.005,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-CarSte-2-CB-19,19-188,Kin,2,Cyperaceae,Carex,Carex stenophylla,Car ste,Carspp,2,15-Jul-19,14.1,9.8,4.4,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.105,NA,NA,NA,NA,NA,5.73,23.6,10.009,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-CerArv-1-CB-19,19-189,Kin,1,Caryophyllaceae,Cerastium,Cerastium arvense,Cer arv,Cerarv,2,11-Jul-19,14.4,14.3,4.6,24.6,NA,NA,NA,0.1,18.11,181.1,NA,NA,NA,NA,NA,NA,14.865,147.5347,0.1497,0.026,9924.97141,571.730769,6.32,22.1,9.998,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-CheAlb-1-CB-19,19-190,Kin,2,Amaranthaceae,Chenopodium,Chenopodium album,Che alb,Chealb,2,15-Jul-19,46.8,3.8,3.2,52.3,NA,NA,NA,0.3,128.705,429.016667,NA,NA,NA,NA,NA,NA,16.63,237.4169,0.1916,0.068,14276.4221,244.558824,6.02,23.6,9.995,,NA,NA,NA,NA,NA,next to a cow patty,,,,,,,
Kin-1-CirArv-1-CB-19,19-191,Kin,1,Asteraceae,Cirsium,Cirsium arvense,Cir arv,Cirarv,2,,30.9,15.6,14.2,30.9,NA,NA,NA,2,352.025,176.0125,NA,NA,NA,NA,NA,NA,2.18,36.3466,0.1737,0.009,16672.7523,242.222222,5.87,22.6,10.001,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-CirArv-2-CB-19,19-192,Kin,1,Asteraceae,Cirsium,Cirsium arvense,Cir arv,Cirarv,2,13-Jul-19,32.4,18,17.6,32.4,NA,NA,NA,2,520.205,260.1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,23.3,10.002,,NA,NA,NA,NA,NA,"Disturbed area, CB removal #5",,,,,,,
Kin-1-ComUmb-1-CB-19,19-193,Kin,1,Santalaceae,Commandra,Commandra umbellata,Com umb,Comumb,2,,15.6,23.4,7.1,15.6,NA,NA,NA,0.3,64.22,214.066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,23.1,10.002,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-DanInt-1-CB-19,19-194,Kin,2,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,2,15-Jul-19,24.4,4.7,4.3,33.4,NA,NA,NA,0.1,25.485,254.85,NA,NA,NA,NA,NA,NA,42.66,384.8248,0.2174,0.143,9020.74074,298.321678,6.36,23.5,10.005,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-DanInt-2-CB-19,19-195,Kin,2,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,2,15-Jul-19,25.6,10.4,6.4,37.8,NA,NA,NA,0.1,37.525,375.25,NA,NA,NA,NA,NA,NA,175.575,1139.1799,0.271,0.657,6488.28079,267.237443,6.47,23.1,NA,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-DanInt-3-CB-19,19-196,Kin,2,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,2,15-Jul-19,20.4,6.8,1.4,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.22,1084.9019,0.2444,0.509,4971.59701,428.722986,6.24,23.2,10.004,,NA,NA,NA,NA,NA,A,,,,,,,
Kin-2-DanInt-3-CB-19,19-197,Kin,2,Poaceae,Danthonia,Danthonia intermedia,Dan int,Danint,2,15-Jul-19,23.9,3.8,2.4,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.505,1755.2649,0.2762,1.052,4686.8931,355.993346,7.32,23,9.997,,NA,NA,NA,NA,NA,B,,,,,,,
Kin-1-DraNem-1-CB-19,19-198,Kin,1,Brassicaceae,Draba,Draba nemorosa,Dra nem,Dranem,2,12-Jul-19,2.4,2.6,0.7,9.8,NA,NA,NA,0.1,2.575,25.75,NA,NA,NA,NA,NA,NA,6.51,89.4942,0.1152,0.009,13747.1889,723.333333,5.82,23.3,9.998,,NA,NA,NA,NA,NA,"in disturbed area, CB removal plot 5",,,,,,,
Kin-2-ElyGla-1-CB-19,19-199,Kin,2,Poaceae,Elymus,Elymus glaucus,Ely gla,Elygla,2,15-Jul-19,40.4,9.8,1.7,40.4,NA,NA,NA,0.3,69.73,232.433333,NA,NA,NA,NA,NA,NA,176.34,908.7707,0.2729,0.532,5153.51423,331.466165,6.06,23.6,10.008,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-ElyGla-2-CB-19,19-200,Kin,2,Poaceae,Elymus,Elymus glaucus,Ely gla,Elygla,2,15-Jul-19,25.4,13.3,10.2,25.4,NA,NA,NA,0.1,8.19,81.9,NA,NA,NA,NA,NA,NA,106.13,77.1016,0.4799,0.139,726.482616,763.52518,5.67,20.1,10.003,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-ElyTra-1-CB-19,19-201,Kin,1,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,11-Jul-19,21.4,7.4,4.1,21.4,NA,NA,NA,0.1,9.145,91.45,NA,NA,NA,NA,NA,NA,NA,122.7925,0.175,0.03,NA,NA,6.18,23.5,10.005,,NA,NA,NA,NA,NA,No picture,,,,,,,
Kin-1-ElyTra-2-CB-19,19-202,Kin,1,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,11-Jul-19,41.6,22.8,1.6,48.2,NA,NA,NA,0.1,57.63,576.3,NA,NA,NA,NA,NA,NA,NA,47.2875,0.2282,0.019,NA,NA,5.47,23.1,10.004,,NA,NA,NA,NA,NA,"By base of wolf willow, may be supported",,,,,,,
Kin-2-ElyTra-3-CB-19,19-203,Kin,2,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,15-Jul-19,43.6,11.4,3.8,54.8,NA,NA,NA,0.3,41.63,138.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08,23.6,10,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-ElyTra-4-CB-19,19-204,Kin,2,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,15-Jul-19,51.4,5.4,1.1,53.7,NA,NA,NA,0.4,70.745,176.8625,NA,NA,NA,NA,NA,NA,76.745,602.6526,0.1904,0.172,7852.66271,446.191861,7.85,22.4,10.017,,NA,NA,NA,NA,NA,"Bottom of a hill, could be more moist",,,,,,,
Kin-2-ElyTra-5-CB-19,19-205,Kin,2,Poaceae,Elymus,Elymus trachycaulus,Ely tra,Elytra,2,15-Jul-19,44.3,17.3,10.4,70.6,NA,NA,NA,0.2,42.315,211.575,NA,NA,NA,NA,NA,NA,161.525,1093.2157,0.2255,0.436,6768.08977,370.470184,7.26,23.5,10.007,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-EryInc-1-CB-19,19-206,Kin,1,Brassicaceae,Erysimum,Erysimum inconspicuum,Ery inc,Eryinc,2,12-Jul-19,34.4,1,1.3,47.2,NA,NA,NA,0.5,136.23,272.46,NA,NA,NA,NA,NA,NA,22.665,48.8451,0.3076,0.036,2155.08935,629.583333,6.56,23.3,10.009,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-EryInc-2-CB-19,19-207,Kin,1,Brassicaceae,Erysimum,Erysimum inconspicuum,Ery inc,Eryinc,2,13-Jul-19,28.7,7.8,4.8,37.8,NA,NA,NA,0.3,73.16,243.866667,NA,NA,NA,NA,NA,NA,5.805,49.5002,0.1675,0.011,8527.16624,527.727273,6.66,21.1,9.996,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-EryInc-3-CB-19,19-208,Kin,1,Brassicaceae,Erysimum,Erysimum inconspicuum,Ery inc,Eryinc,2,13-Jul-19,30.4,28.4,3.9,38.1,NA,NA,NA,0.5,122.495,244.99,NA,NA,NA,NA,NA,NA,13.975,38.8714,0.3011,0.028,2781.49553,499.107143,6.13,20.7,9.993,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-EryInc-4-CB-19,19-209,Kin,1,Brassicaceae,Erysimum,Erysimum inconspicuum,Ery inc,Eryinc,2,13-Jul-19,24.6,6.6,5.3,32.1,NA,NA,NA,0.1,290.725,2907.25,NA,NA,NA,NA,NA,NA,NA,157.6334,0.1935,0.046,NA,NA,6.53,22.8,10.004,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-FalCon-1-CB-19,19-210,Kin,1,Polygonaceae,Fallopia,Fallopia convulvulus,Fal con,Polcon,2,11-Jul-19,49.5,18.4,17.8,49.5,NA,NA,NA,0.1,6.095,60.95,NA,NA,NA,NA,NA,NA,13.87,221.1154,0.1331,0.031,15941.9899,447.419355,6.56,23,9.999,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-FalCon-2-CB-19,19-211,Kin,2,Polygonaceae,Fallopia,Fallopia convulvulus,Fal con,Polcon,2,15-Jul-19,21.1,13.6,7.9,21.1,NA,NA,NA,0.1,4.43,44.3,NA,NA,NA,NA,NA,NA,8.605,84.6719,0.155,0.016,9839.84893,537.8125,5.79,23.3,10.011,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-FraVir-1-CB-19,19-212,Kin,1,Rosaceae,Fragaria,Fragaria virginiana,Fra vir,Fravir,2,13-Jul-19,13.4,9.8,7.9,13.4,NA,NA,NA,0.1,23.325,233.25,NA,NA,NA,NA,NA,NA,120.8,428.8829,0.2628,0.233,3550.35513,518.454936,6.6,21,9.997,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-FraVir-2-CB-19,19-213,Kin,2,Rosaceae,Fragaria,Fragaria virginiana,Fra vir,Fravir,2,15-Jul-19,28.9,27.1,13.2,28.9,NA,NA,NA,0.2,19.875,99.375,NA,NA,NA,NA,NA,NA,174.665,326.5811,0.3342,0.287,1869.75696,608.58885,6.18,22.1,10.006,,NA,NA,NA,NA,NA,,,,,,,,
Kin-1-GeuAlp-1-CB-19,19-214,Kin,1,Rosaceae,Geum,Geum aleppicum,Geu ale,Geuale,2,12-Jul-19,37.4,17.3,16.8,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,23.3,10.001,,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-HevRic-1-CB-19,19-215,Kin,2,Saxifragaceae,Heuchera,Heuchera richardsonii,Heu ric,Heuric,2,15-Jul-19,19.4,13.4,12.7,60.9,NA,NA,NA,0.4,121.715,304.2875,NA,NA,NA,NA,NA,NA,286.46,698.6081,0.3081,0.521,2438.76318,549.827255,7.46,22.6,10.011,,NA,NA,NA,NA,NA,Soil is very clay rich,,,,,,,
